topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T13484,German History and Society,1202,History,12,Arts and Humanities,2,Social Sciences
T13883,Child and Adolescent Health,3600,General Health Professions,36,Health Professions,4,Health Sciences
T13939,Archaeology and Natural History,3314,Anthropology,33,Social Sciences,2,Social Sciences
T12525,Australian History and Society,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12639,Global Energy and Sustainability Research,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences
T13734,Advanced Computational Techniques and Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11289,Single-cell and spatial transcriptomics,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10133,Media Studies and Communication,3315,Communication,33,Social Sciences,2,Social Sciences
T10172,Cardiac Valve Diseases and Treatments,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T13922,Historical Art and Culture Studies,1209,Museology,12,Arts and Humanities,2,Social Sciences
T10413,High-pressure geophysics and materials,1908,Geophysics,19,Earth and Planetary Sciences,3,Physical Sciences
T13706,Management and Optimization Techniques,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences
T10240,Plant tissue culture and regeneration,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11472,Analytical Chemistry and Sensors,1502,Bioengineering,15,Chemical Engineering,3,Physical Sciences
T11162,Enzyme Structure and Function,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T10669,Freshwater macroinvertebrate diversity and ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences
T14059,"Nietzsche, Schopenhauer, and Hegel",1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T13124,Chemical synthesis and alkaloids,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T10091,Malaria Research and Control,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T10087,Archaeology and ancient environmental studies,1911,Paleontology,19,Earth and Planetary Sciences,3,Physical Sciences
T10157,Sports Performance and Training,2732,Orthopedics and Sports Medicine,27,Medicine,4,Health Sciences
T10630,Orthopedic Surgery and Rehabilitation,2746,Surgery,27,Medicine,4,Health Sciences
T10209,Global Maternal and Child Health,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences
T12097,Aquatic Invertebrate Ecology and Behavior,2303,Ecology,23,Environmental Science,3,Physical Sciences
T14395,African history and culture studies,3314,Anthropology,33,Social Sciences,2,Social Sciences
T10594,Genetic and phenotypic traits in livestock,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10211,Computational Drug Discovery Methods,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T14039,Ecology and biodiversity studies,2303,Ecology,23,Environmental Science,3,Physical Sciences
T12327,Various Chemistry Research Topics,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences
T10215,Semantic Web and Ontologies,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T10143,Chronic Obstructive Pulmonary Disease (COPD) Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T12495,Electrostatic Discharge in Electronics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10075,Atmospheric chemistry and aerosols,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences
T10055,Diverse Aspects of Tourism Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12854,Neurology and Historical Studies,2808,Neurology,28,Neuroscience,1,Life Sciences
T10511,High voltage insulation and dielectric phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13749,"Hungarian Social, Economic and Educational Studies",3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences
T11613,Phytochemistry and Biological Activities,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11746,Inorganic and Organometallic Chemistry,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T10214,Psychotherapy Techniques and Applications,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11770,Fiscal Policy and Economic Growth,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12165,Environmental Sustainability and Education,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T10702,Insect and Arachnid Ecology and Behavior,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11590,Primary Care and Health Outcomes,3600,General Health Professions,36,Health Professions,4,Health Sciences
T13178,Theology and Canon Law Studies,1212,Religious studies,12,Arts and Humanities,2,Social Sciences
T10109,Paleontology and Stratigraphy of Fossils,1911,Paleontology,19,Earth and Planetary Sciences,3,Physical Sciences
T12341,Spanish Linguistics and Language Studies,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences
T10523,Atomic and Molecular Physics,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T10135,Insect-Plant Interactions and Control,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13456,"Religion, Society, and Development",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10127,"Banking stability, regulation, efficiency",2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences
T13760,"Finance, Taxation, and Governance",2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T10022,Semiconductor Quantum Structures and Devices,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T10285,Venous Thromboembolism Diagnosis and Management,2724,Internal Medicine,27,Medicine,4,Health Sciences
T11791,Microbial Community Ecology and Physiology,2303,Ecology,23,Environmental Science,3,Physical Sciences
T11836,Bryophyte Studies and Records,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences
T10749,International Law and Human Rights,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T14180,"Law, logistics, and international trade",1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences
T13802,Vietnamese History and Culture Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10521,RNA and protein synthesis mechanisms,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10199,Wildlife Ecology and Conservation,2303,Ecology,23,Environmental Science,3,Physical Sciences
T11879,Protist diversity and phylogeny,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13180,Chemistry and Chemical Engineering,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences
T10429,EEG and Brain-Computer Interfaces,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T13523,"Mathematics, Computing, and Information Processing",1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T10330,Hydrology and Watershed Management Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences
T13376,Criminal Law and Policy,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10028,Topic Modeling,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T13154,Legal and Regulatory Analysis,3313,Transportation,33,Social Sciences,2,Social Sciences
T10058,Entrepreneurship Studies and Influences,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences
T10177,Palliative Care and End-of-Life Issues,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T11197,Digital Games and Media,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10254,Innovations in Medical Education,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T14430,Higher Education and Teaching Methods,1710,Information Systems,17,Computer Science,3,Physical Sciences
T10372,Cardiac Imaging and Diagnostics,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T13823,Religious and Theological Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10268,Developmental Biology and Gene Regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11004,Crustacean biology and ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences
T10596,Child Nutrition and Water Access,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T10301,Mitochondrial Function and Pathology,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13215,Global Maritime and Colonial Histories,3314,Anthropology,33,Social Sciences,2,Social Sciences
T10190,Air Quality and Health Impacts,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences
T11434,Electrochemical Analysis and Applications,1603,Electrochemistry,16,Chemistry,3,Physical Sciences
T10477,Astrophysics and Star Formation Studies,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences
T10303,Photosynthetic Processes and Mechanisms,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T10250,Glaucoma and retinal disorders,2731,Ophthalmology,27,Medicine,4,Health Sciences
T10094,Epilepsy research and treatment,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences
T10029,Climate variability and models,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences
T10084,Musculoskeletal pain and rehabilitation,2736,Pharmacology,27,Medicine,4,Health Sciences
T11020,Immune Cell Function and Interaction,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T14008,Balkan and Eastern European Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12753,"Psychology, Coaching, and Therapy",3207,Social Psychology,32,Psychology,2,Social Sciences
T13623,Linguistic Studies and Language Acquisition,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11710,Biomedical Text Mining and Ontologies,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12885,Digital Innovation in Industries,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences
T10340,Hepatitis B Virus Studies,2713,Epidemiology,27,Medicine,4,Health Sciences
T10082,HIV/AIDS Research and Interventions,2725,Infectious Diseases,27,Medicine,4,Health Sciences
T13735,History of Medical Practice,2728,Neurology,27,Medicine,4,Health Sciences
T13923,Nuclear and radioactivity studies,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T10609,Digital Marketing and Social Media,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10189,Anesthesia and Pain Management,2746,Surgery,27,Medicine,4,Health Sciences
T13597,Medicine and Dermatology Studies History,2708,Dermatology,27,Medicine,4,Health Sciences
T10443,Social Policy and Reform Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T12323,Asian American and Pacific Histories,3316,Cultural Studies,33,Social Sciences,2,Social Sciences
T11277,Thermal properties of materials,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T10078,Advanced Photocatalysis Techniques,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences
T12555,Ancient Egypt and Archaeology,1204,Archeology,12,Arts and Humanities,2,Social Sciences
T10276,Helicobacter pylori-related gastroenterology studies,2746,Surgery,27,Medicine,4,Health Sciences
T10549,Neonatal Respiratory Health Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences
T10809,Occupational Health and Safety Research,3614,Radiological and Ultrasound Technology,36,Health Professions,4,Health Sciences
T12504,Mathematics and Applications,2608,Geometry and Topology,26,Mathematics,3,Physical Sciences
T11752,Cancer Treatment and Pharmacology,2730,Oncology,27,Medicine,4,Health Sciences
T10069,Antenna Design and Analysis,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T10425,Cold Atom Physics and Bose-Einstein Condensates,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T10217,Cardiac electrophysiology and arrhythmias,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T14005,Eastern European Communism and Reforms,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
